"uniqueID","qid","title","poster","date","replyTo","content"
121,38,"Do YOU have a good body image?","Haylen_WebMD_Staff ","2011-04-05 11:48:36"," eliguns841984","Eliguns, congratulations on your weight loss and maintenance! Really amazing. Have you spoken with the doctor who supervised your weight loss about body image? I think awareness is the first step! I would be interested to hear what they have to say about adjusting your feelings internally. I was raised by parents critical of weight and concerned with looks. When I look back at photos, I<APO>m amazed by the contrast between how I felt (huge) and how I actually looked (normal hight/weight). With two daughters, building a healthy body image is a priority. For now (they are 2 & 6), I make sure to comment positively when they eat well and are active. I also go out of my way NOT to criticize my looks or size. Anyone else have views on this? Haylen"
122,38,"Do YOU have a good body image?","Treebell ","2011-04-22 17:07:44"," Haylen_WebMD_Staff","I, too, am always surprised when I look at childhood pictures of myself. I remember that I used to wear baggy clothes b/c I always felt fat, but looking back, I was a normal weight. I wish now that I hadn<APO>t been so hard on myself. Unfortunately, I haven<APO>t outgrown the habit. I am my worst critic and feel overweight. However, I never voice these concerns out loud at home. I don<APO>t want my kids to go through what I went through as a child (my 5-year-old is already too aware of weight issues), so I make sure to praise them when they work hard at an activity (my girls are involved in dance) or on a cute outfit they pick out. We are active as a family, which I think helps, too. My 5-year-old<APO>s weight obsession started with a comment made by a boy in school. My 11-year-old daughter has never voiced a concern with her own weight. I think we are doing okay at home, but I still wish I could squash the negativity in my own head."
123,39,"Someone please help me help my daughter","JustNykkie","2011-03-30 16:08:06","<INIT>","Good afternoon! I have a daughter that just turned 13 and she is very overweight. Not only am I concerned due to health issues that might arise as a result, I<APO>m also upset as to what this does to her emotional well being. She is in middle school and is constantly being made fun of. She is a beautiful girl, but she really needs to lose this weight. I have tried to cut out \"fatty foods\" and we have cut down on her portions, she does do some exercise but nothing seems to be helping! I just don<APO>t know what to do anymore and I hate to see my baby hurting! Please help!"
124,39,"Someone please help me help my daughter","jhilton1","2011-03-30 17:15:37","<ORG>","I would take her to her doctor, that way they can get her exact measurements and make a personal plan for her. I have a 9 year old in the same situation, she is obese. we feed her right at home, but her mother doesnt care and feeds them horribly. And she doesnt care and doesnt want to exercise. We will be taking her to the dr very soon."
125,39,"Someone please help me help my daughter","nursingbug","2011-03-30 17:29:14","<ORG>","As a woman who was overweight as she grew up, I feel for both of you! Have you talked to her doc? Have you seen a dietician with her? If not those would be my first steps. Sometimes cutting back isn<APO>t enough on its own to see a difference. You have to get a better picture of what her diet looks like. And also, does she want to change, or do you have to fight her on it? I did not want to hear about it at all at that age! I was teased a lot as a middle school age too. Believe it or not I think it has made me a better person! please post back!"
126,39,"Someone please help me help my daughter","Christopher Tiongson, MD ","2011-03-30 18:39:10"," nursingbug","A place to start is 5-2-1-0 5 servings of fruits and veggies per day (1/2 cup per serving) <2 hrs of screen time >1 hr of moderate or greater exercise ~0 sugary drinks (drink lots of water instead) Other proven tips include eating breakfast, eating more meals cooked at home, getting enough sleep. A visit to your doctor would be important to look for complications and to think about medical causes. A nutritionist is also a great idea to customize a nutrition plan. One other tip, try to incorporate exercise into her favorite activities. If she loves to read, then consider some mini-exercise pedals so she can work out while reading. Or maybe when watching TV have her dance or do jumping jacks during the show."
127,39,"Someone please help me help my daughter","JustNykkie ","2011-04-04 17:15:29"," nursingbug","Thank you so much for your response! I have spoken to my doctor, but I have not yet seen a dietician with her. My doc just suggested cutting back and more exercise. But sometimes for her with her asthma, exercise isn<APO>t always that easy. She very much wants to change because of being ridiculed at school. That<APO>s the part that hurts me the most. Even though she is 13, she will always be my baby girl, and I don<APO>t want her feeling badly all of the time. To make matters worse, she has a younger sister that is 11, and is very thin just naturally. I will look into a dietician and go from there. Thanks again!"
128,39,"Someone please help me help my daughter","JustNykkie ","2011-04-04 17:17:10"," Christopher Tiongson, MD","Thank you Dr. Tiongson! I will try the 5-2-1-0 plan as well as some of the other tips and see how it goes! <SEMCOL>)"
129,40,"FIT foods & activities! This week I.......","Haylen_WebMD_Staff","2011-04-01 00:42:25","<INIT>","Friday again! Here<APO>s how I tried to keep my family healthy this week: Pretended to be bunnies and have a picnic - kids polished off a whole plate of raw veggies - including spinach leaves! Took a family walk around the block last night Going swimming this afternoon! (over 90 in Southern California today) Enrolled 2 year old in weekly Mommy & Me gymnastics class How about you? Any healthy plans for next week? Haylen"
130,41,"Reality Shows About the Obese (Do Your Kids Watch?)","Haylen_WebMD_Staff","2011-04-06 19:35:45","<INIT>","Fitness Expert Pamela Peeke posted a blog about obesity-related shows (e.g. Ruby, Biggest Loser, Jamie Oliver<APO>s Food Revolution, More to Love, Dance Your Ass Off, Making the Curve, One Big Happy Family, etc.), many wonder if it<APO>s right to turn being overweight or obese into entertainment. She asks: Are these shows empowering or exploiting people? Do you let your kids watch these programs? Also, if you have obese friends or family members in your life, do you address their weight? Haylen"
131,42,"Kids in the Kitchen","Haylen_WebMD_Staff","2011-04-19 15:44:09","<INIT>","I was reading Chef Domenica Catelli<APO>s blog Tasty. Easy. Healthy. and got inspired to make her yummy sounding Spring Pesto . As I was gathering ingredients, here come the kids! 6 and 2 are not great ages to help in the kitchen but I gave them both tasks (some \"fake\" as far as the dish I was making!). It ended up taking twice as long but we had fun and it was an opportunity to talk about healthy food and why we eat what we do. Do you include your kids in the cooking process? How about shopping? I<APO>m not even going to ask about clean-up :) Haylen"
133,44,"Thank You Bethany!","Haylen_WebMD_Staff","2011-04-27 15:30:52","<INIT>","Your answers on a variety of topics - from video games to strength and balance to conquering fear and more - were so informative! Thank you so much for sharing your time and knowledge. Your story and continued success are truly an inspiration. Haylen p.s. See more of Bethany in Soul Surfer , the feature film based on her life."
134,45,"Great self esteem = Great self body image","Hansa Bhargava, MD, FAAP","2011-05-04 10:15:56","<INIT>","Promoting good self esteem in kids should result in a good self body image. Complimenting and praising your kids talents goes a long way. The other day my 5 year old daughter said <APO>my tummy is too big<APO> . Of course I was really surprised but took the opportunity to ask her more about it. Then we talked about how strong and healthy she is. We also discussed how well she<APO>s doing in gymnastics. Has anyone else had this kind of experience with a young child? What did you do?"
135,45,"Great self esteem = Great self body image","Haylen_WebMD_Staff","2011-05-04 11:45:36","<ORG>","This is a very important issue for me! My 6 year old has just started comparing her body to other little girls (swimsuit season arrived last week in California). Like you, I go out of my way not to use words like \"skinny\" or \"fat\" and to talk about health as opposed to looks. My mom always talked about her weight and dieting and parts of her body she didn<APO>t like. I don<APO>t think that was healthy. I go out of my way to NEVER be critical of my own body (out loud) Haylen"
136,45,"Great self esteem = Great self body image","nursingbug","2011-05-04 00:58:08","<ORG>","I couple months ago, I posted about my daughter who is 3. Her doctor says her BMI is in the overweight catagory. I FREAKED out. I have been overweight my whole life, and one of my main goals as a parent was to keep her from that issue. Come to find out, my mother in law was giving her and excessive amount of juice, and after we stopped that she dropped some weight, but now I think she may have regained some. She is still eating healthy food, and not drinking juice, so I am not sure what it is coming from. I monitor her diet so carefully, and then I hear about parents with normal weight kids who let them have treats every day! It is so not fair! I am afraid to think about it anymore, right after the doctor<APO>s appointment I looked at her and felt sad. Kind of a reverse self esteem issue, and I am afraid to reflect it back on her. Anybody have any advice? Am I overthinking this? Should I just feed her the best I can, and get her to move more, and let the scale just say what it says? She doesn<APO>t look overweight."
137,45,"Great self esteem = Great self body image","Hansa Bhargava, MD, FAAP ","2011-05-04 15:22:08"," nursingbug","It sounds like you<APO>re doing a great job by paying attention to her eating/drinking habits when she<APO>s young. Kudos to you for being a good parent! As far as her weight is concerned, if you stick to healthy eating habits and having her move (exercise) on a daily basis, she should <APO>grow<APO> into her weight because she is getting taller. Also, you will instill great habits that will keep her healthy for a lifetime which is REALLY important. And remember, kids learn what they see, so make sure you are eating healthy and exercising too! And don<APO>t worry about those parents who let their kids have treats everyday--your child will be ahead for her life if she learns healthy habits now...does that make sense?"
138,45,"Great self esteem = Great self body image","nursingbug ","2011-05-04 16:13:48"," Hansa Bhargava, MD, FAAP","It does, but I guess I want her to look good as far as her numbers. I want someone to tell me she is fine. I have a follow up scheduled for her at the end of the summer, and I am afraid there won<APO>t be good progress at that point. It is hard because I feel that I am being prejudged, because even though I have lost 80 lbs, I still am still overweight, and now my child is showing up to be overweight. This was not an issue until her 3 yr appointment, before she was always on the 90% for height and weight, but nothing was ever brought up that she was too big. I eat healthy, athough not perfect. I exercise 5 days a week. When I have her, she eats fruit, whole grains, veggies, low fat dairy. When she is at my mother in laws while I am at work, she eats fairly well, but I know there are more snacks like those gummy fruit snacks and honey grahams. I find it hard to believe though that she is overweight based on these snacks, per my mil they are once a day or so. I don<APO>t want to be that parent who never lets their children have treats. That is how I was raised and it backfired on me. Is it possible that she has not hit that growth spurt that makes the kids thin out just yet? thank you"
139,46,"healthy habits for a lifetime","Hansa Bhargava, MD, FAAP","2011-05-06 13:28:43","<INIT>","Congrats on being a great role model! It sounds like you are doing some good things with eating and exercising. Remember, your daughter will eventually do what you do, not necessarily what you say. I agree, to NEVER give treats/desserts is not a good idea. You can give these occasionally so she doesn<APO>t feel restricted or punished. But remember to teach her how veggies and fruits and healthy foods make her strong<SEMCOL> hopefully this will entrench that knowledge for life! Also we will have a website coming up for her age group under \"FIT<APO> so you both can learn/talk about this together. If you are still worried about the numbers, you should certainly follow up with your doctor. He/she can go over it with you--don<APO>t be afraid to ask questions. I really think you are doing a good job- keep up the great work!"
140,47,"Can you kickstart a change in your preschooler?","Hansa Bhargava, MD, FAAP","2011-05-09 16:51:14","<INIT>","My 5 year old son wanted ice-cream on the weekend. He had already had a cookie after lunch. So I talked to him about sugar and what too much of it does to his little body. I asked him if he wanted to be strong and have a healthy heart. Does sugar help with that? No, he said. Does riding a bike help your heart? Yes, he yelled with a smile.. ...So we decided to go for a bike ride instead. What a great way to spend mother<APO>s day! Kids between 2 and 5 can learn about healthy habits far better than older kids, a new study from Indiana University shows, almost seven times better than older kids. Has anyone had some good experiences with preschooler? How did you help her learn healthy habits?"
141,47,"Can you kickstart a change in your preschooler?","Chris Tiongson, MD","2011-05-13 11:30:57","<ORG>","Definitely start early. Younger kids still primarily identify with their parents. Tweens start to shift their identity more toward peers and media and as a result parental influence has some serious competition. Developmentally, toddlers and preschoolers are primed to learn by soaking up the environment and then trying out what they see That<APO>s how kids learn to talk and that is how kids can learn healthy habits."
142,47,"Can you kickstart a change in your preschooler?","powerhousemommy ","2011-05-13 15:34:07"," Chris Tiongson, MD","Hansa, I love how you took the opportunity to explain to your son why another sugary snack wasn<APO>t the best option for him. I know when I take the time to explain how the body works and what my son needs to do to take care of his body- i.e. grow strong, run faster etc.., I get a much better response to eating choices as well as rest time. He regularly tells me the 3 things he needs to be healthy- Exercise, Rest and Eat plenty of Fruits and Vegetables and we refer back to these instead of battling over extra sugary snacks or his reluctance to nap. I think its extremely important to educate our preschoolers so that they grow up making healthy choices about food and exercise and its comes as naturally to them as washing their hands before they eat and covering their mouths when they sneeze."
143,48,"chorella growth factor","An_216340","2011-05-23 02:02:01","<INIT>","anyone know about chorella growth factor , supplements given to children to haste growth? Is this safe for kids 7-11 yrs old. I ma retired mD but I really do not know this. Linda Gabriel very concern grandmother"
144,48,"chorella growth factor","Haylen_WebMD_Staff","2011-05-23 13:09:49","<ORG>","Here is a link to an article about Growth Hormones used to increase height: http://children.webmd.com/news/20081106/growth-hormone-therapy-ups-kids-height Here is information about chorella from the WebMD Vitamin and Supplement section listing its uses. I don<APO>t see children<APO>s growth as an effect: Most of the chlorella that is available in the U.S. is grown in Japan or Taiwan. It is processed and made into tablets and liquid extracts. These extracts contain \"chlorella growth factor,\" which is described as a water-soluble extract of chlorella containing chemicals including amino acids, peptides, proteins, vitamins, sugars, and nucleic acids. Hope this helps! Haylen"
145,49,"Tonsillectomy","An_216341","2011-06-02 09:42:40","<INIT>","My 3 year old had his tonsils removed over a week ago. There have been no complications that i know of. He is eating and drinking but now he isnt sleeping. He wakes up in raging fits of kicking and crying that last anywhere from 30 minutes to 2 1/2 hours. I dont know what to do. I hold him, i rock him, i offer him drinks, i comfort him. I even force him to take pain medicine in case its the pain that is making him angry. Nothing I do seems to work to get him calm. Could this surgery have traumatized him? He has woken up saying \"no I don<APO>t want to push the button\" which is what the last thing i heard the dr telling him to do on the way back to surgery. HELP!"
146,49,"Tonsillectomy","Haylen_WebMD_Staff","2011-06-02 16:40:57","<ORG>","Have you had a follow up with your doctor and discussed this? If not, please make an appointment ASAP with the surgeon or your son<APO>s pediatrician. This must be so stressful for you both - please check back in and let us know what you discover. Haylen p.s. You might also want to post your question in the main WebMD Parenting Community located here: http://exchanges.webmd.com/parenting-exchange You might find a parent who has faced the same issue."
147,50,"Structured vs Unstructured play","nursingbug","2011-06-03 16:55:05","<INIT>","Ok, here is a question to shake things up. A couple of months ago I considered sending my 3 yr old dd to a gymnastics class once a week. We trialed one, and while I liked the program, I did not sign her up. One reason was the kids seemed to stand in line for as much time as they spent being active. Two was the drive from our home was considerable. Three was that all the parents were sitting in the lobby, staring at their kids, not talking at all. So I figured, maybe it would be better worth my time (and money) to take her to a local park and encourage her to be active by playing games that I played as a child, that way I can get in some activity too."
148,50,"Structured vs Unstructured play","Chris Tiongson, MD","2011-06-06 13:10:52","<ORG>","When my kids were younger, they were involved in ~ a class a week. With the climate up here in the Dakotas we need some indoor activity during the long, long winter. My daughter loved her preschool dance class and that has subsequently become her favorite activity. She<APO>s been dancing for about 10 yrs now and as a 9th grader this fall she will be on the high school JV dance team. My son was in a preschool gymnastics class, just to get him moving. He enjoyed the jumping and tumbling, but has moved on to other sports. For my son it was just some active playtime, but my daughter was introduced to her life<APO>s passion. She wants to open a dance studio and teach dance to kids after she graduates from college. She has plans to minor in dance and major in business. It<APO>s funny to think that it all started with that one dance class. So, yeah, I can see it both ways. Unstructured play may allow more creativity and spontaneity and involves the parent, but sometimes it takes a class to focus or channel a young child<APO>s interest."
149,50,"Structured vs Unstructured play","nursingbug ","2011-06-07 13:29:07"," Chris Tiongson, MD","That is really cool about your daughter- I wish I had taken dance as a child. I am going to rethink the class for the winter, I am in Missouri and at times the weather can really interfere with activity. I do think some kind of class or sport is important at some point. I played softball and volleyball and even though I was not competitive they really helped my self esteem. My father in law is a black belt in tae kwan do and I always thought that would be a great thing, since they teach respect and self awareness along with activity. What scares me is kids that are in so many activites that they burn out, or don<APO>t know how to play on their own when they have a little free time."
150,51,"Healthy Summer Activities!","Haylen_WebMD_Staff","2011-06-09 13:05:40","<INIT>","How do you keep your kids active in the summer? Do they play sports? Swimming? Spend time outside? I know I looked forward to laying on the couch and watching TV during summers when I was a kid! So let<APO>s discuss alternatives here - Haylen"
151,52,"Unhealthy eating starts early - did yours?","Haylen_WebMD_Staff","2011-06-27 13:51:05","<INIT>","If you<APO>ve had to work on your own healthy eating, were you an unhealthy eater as a kid? Binge Eating and Other Unhealthy Habits Often Start in Childhood and Linger It<APO>s a YES for me - only after I had my own kids was I able to address the \"bad eating habits\" I carried over from childhood - Haylen"
152,52,"Unhealthy eating starts early - did yours?","Springisnear","2011-07-18 17:01:51","<ORG>","no I ate when I was hungry and stopped eating when I was full. Later I learned behaviors that went against my natural instincts."
153,53,"update- my daughters bmi","nursingbug","2011-07-08 17:51:32","<INIT>","My daughter has grown 2 inches, and her weight has stayed the same, so now her bmi has improved- she was 96th and now 88th percent. Still not ideal, but better, hope the pediatrician is happy. I am hoping that she will just hold this weight and grow more!"
154,53,"update- my daughters bmi","Haylen_WebMD_Staff","2011-07-13 19:37:51","<ORG>","Great news! Did you make diet and activity changes? I know we chatted about this earlier but I can<APO>t remember (believe me, I can barely remember my own phone number these days!) I<APO>m trying to keep my 6 and 3 year old as active as possible this summer because if they had their way, they would sit and play or lay down and watch TV all day. So gymnastics, swimming and evening walks - some days I don<APO>t even have to negotiate! Thanks for checking in! Haylen"
155,53,"update- my daughters bmi","nursingbug ","2011-07-14 14:30:17"," Haylen_WebMD_Staff","We kind of made changes, nothing drastic, I think my MIL not giving her so much juice made a big difference, but she has been really active this summer. I am so proud of her anyway, but she really made me smile the other day. My sister ordered a dessert to share, and my dd said \"No thank you, I don<APO>t want the treat, I want to go home.\" I never in a million years would of thought I would raise a child that would turn down dessert. Of course, yesterday she was asking for all kinds of junk for a night snack, and we had to have the \"sweets don<APO>t help you grow strong\" conversation lol."
156,53,"update- my daughters bmi","Chris Tiongson, MD ","2011-07-18 20:19:43"," nursingbug","Great job! Keep up the positive momentum. Getting taller is the great advantage that kids have."
157,53,"update- my daughters bmi","nursingbug ","2011-07-19 13:26:14"," Chris Tiongson, MD","wish I could get taller, lol"
158,53,"update- my daughters bmi","nursingbug ","2011-08-17 13:10:19"," nursingbug","We went to the doctor on Monday, and he was very happy with her growth. I think she is still technically overweight, but he said that she is right within the perecentile she has been in, and as long as she does not get into a higher percentile, he thinks she is fine. Yay! I am very relieved. I was concerned I might have to micromanage her diet to get her where she needs to be, and he said to keep doing what we were doing."
159,53,"update- my daughters bmi","Haylen_WebMD_Staff ","2011-08-19 15:56:43"," nursingbug","GREAT! Thanks again for keeping us updated :) Your daughter is lucky to have such a concerned and proactive mom. I think it<APO>s great that you say \"treats don<APO>t help you grow strong\" instead of mentioning her weight. I try and do that too...talk about being healthy and strong as opposed to body size, shape or weight. Haylen"
160,53,"update- my daughters bmi","nursingbug ","2011-08-19 16:53:53"," Haylen_WebMD_Staff","Thank you. I became overweight as a child, and still struggle with it, so I am very sensitive about it. I don<APO>t want to pass on any of these issues to her. It was awful to be in the office at the first visit, I couldn<APO>t help but wonder if the doc was thinking, \"well of course the kid is overweight, look at the mom\". Although he was very gracious and didn<APO>t indicate that at all, we have a good working relationship. He knows that I am a nurse and I like to ask him really specific questions, and challenge him on certain things, and he takes it all in good humor."
161,54,"Staying healthy when eating out with the kids!","Haylen_WebMD_Staff","2011-07-20 15:36:06","<INIT>","How do you do restaurants with your children? Is it a \"special\" event, order whatever you want? Or do you have guidelines? For the kids, I order a side of fresh fruit or steamed veggie in addition to a kid-size main dish. I usually cave on dessert if the restaurant has a small serving option... How about you? Haylen"
162,54,"Staying healthy when eating out with the kids!","Chris Tiongson, MD","2011-08-03 23:00:51","<ORG>","This is a tough one. Sometimes I cave as well. The decision to choose healthier items starts with choosing a healthier restaurant---one with healthier items the kids want to eat."
163,54,"Staying healthy when eating out with the kids!","Haylen_WebMD_Staff ","2011-08-04 14:05:48"," Chris Tiongson, MD","Dr. Tiongson - It seems that restaurants are making an effort to offer healthy choices. Used to be \"hot dog\" or \"chicken nuggets\" with fries was the standard kid choice. Caving for dessert every once in a while is fine, right? I grew up with a mom who would never let my brother and I have \"treats\". As a result, we both ended up with an unhealthy relationship to food. I try to strike a balance, but it<APO>s not easy! How do you do dessert with your kids? Haylen"
164,54,"Staying healthy when eating out with the kids!","Chris Tiongson, MD ","2011-08-04 15:36:53"," Haylen_WebMD_Staff","Dessert is not the enemy. Part of the way my family tries to find that balance is through portion size. The mini or kid size ice cream treats are a good \"sometimes\" food. Going out for frozen yogurt instead of ice cream is also a good option. Splitting or sharing items is another way. The goal is not erradication of sweets but appropriate, moderate enjoyment of them in the broader context of a healthy balance of food, move, mood and recharge."
165,55,"Do you or the kids \"brown bag\" it?","Haylen_WebMD_Staff","2011-08-08 16:17:10","<INIT>","Heads up re: keeping food safe! Did you know that perishable foods in these lunches are often potentially hazardous because the foods are not always kept at safe temperatures? That<APO>s according to a new study - click here to read the whole article: School Sack Lunches Unsafe? How do you pack your kids lunches? And what are some of the favorite \"healthy\" foods you pack? Haylen"
166,56,"Blood streak in phlegm","Anon_70355","2011-08-11 22:07:45","<INIT>","my daughter is 15 and about a week ago she started getting nauseous everyday, she has had pains in her lower abdominal area ranging from dull to sharp, she stated the pain is sometimes on the left side and sometimes on the right. She said the pain moves. She had a fever of 101 degrees just 4 days ago, that went away and has not come back. Also today she stated that she spit up some phlegm that had a streak of blood in it. I did take her to the doctor 2 days ago and they stated that it may be a UTI and gave her some medication to take for ten days, however she is not feeling any better, could someone please help me figure out what I should do? She does have an appointment tomorrow but I was hoping I could also get some information from this site. Thank you."
167,56,"Blood streak in phlegm","Haylen_WebMD_Staff","2011-08-16 10:29:50","<ORG>","Hi Anon - I<APO>m sorry you didn<APO>t get an answer here right away. What you found out about your daughters symptoms at her appointment? Haylen p.s. You<APO>ve posted in the Raising Fit Kids Community but for medical questions, you might want to post next time in the Parenting Teens and Preteens Community where more medical issues are addressed"
168,57,"School activities! How are your kids staying active?","Haylen_WebMD_Staff","2011-08-27 22:11:40","<INIT>","WOW - my daughter starts 1st grade next week! We are so active in the summer with swimming and gymnastics and being outside. I think her activity level is going to drop. Due to budget cuts recess time has been cut down. I<APO>m going to try and keep up our family walks after dinner but homework can throw a wrench into that plan... What activities do your kids participate in during the school year? Haylen"
169,58,"Are carbmaster yogurts okay to give to kids?","meekschan","2011-08-29 15:12:01","<INIT>","Okay, so I was trying to find a good healthy yogurt for the kids to take to school as a snack. I was wondering what you guys thought of this.. or should I just stick to Yoplait and send it to them once in a while.. Here is the back of the yogurt for vanilla chai Nutrition Facts Serving Size: 6 oz Amount per Serving Calories 60Calories from Fat 13.5 % Daily Value * Total Fat 1.5g 2% Saturated Fat 1g 5% Cholesterol 10mg 3% Sodium 95mg 3% Total Carbohydrate 4g 1% Dietary Fiber 0g 0% Sugars 3g Protein 8g 16% Est. Percent of Calories from: Fat 22% Carbs 26% Protein 52% * Percent Daily Values are based on a 2,000 calorie diet. Your daily values may be higher or lower depending on your calories needs. Ingredients here.. water, milk protein concentrate, whey protein concentrate, cream, gelatin, tricalcium phosphate, modified corn starch, natural flavor, citric acid, salt, pectin, agar, sucralose, acesulfame potassium, red 40, vitamin A palmitate, vitamamin D3, enzymes and active cultures with L. Acidophilus and B. bifidum"
170,58,"Are carbmaster yogurts okay to give to kids?","Elizabeth_WebMD_Staff","2011-09-01 00:54:31","<ORG>","Hi & Welcome meekschan, I am not familiar with this particular yogurt and I am no expert. I have a six year old and have made the decision to not use artificial sweeteners in our family, so I would I would not buy this one. Here are a couple resources about yogurt - The Benefits of Yogurt Good Eats for School Age Kids And, just for fun, check out this video. We love the Banana Breakfast Bash ! Elizabeth"
171,58,"Are carbmaster yogurts okay to give to kids?","Chris Tiongson, MD ","2011-09-02 00:20:14"," Elizabeth_WebMD_Staff","For kids with diabetes or other medical conditions, I consider making exceptions, but as a rule, I also like to avoid artifical sweeteners for my kids and my patients."
172,58,"Are carbmaster yogurts okay to give to kids?","meekschan ","2011-11-05 00:12:03"," Chris Tiongson, MD","May I ask why artificial sweeteners are not recommended. And which ones should I look out for, I heard something about aspartame, but I am not aware of the other ones. Also, I was talking about giving the children a couple of yogurts a week, not too much, just twice a week. My children aren<APO>t diabetic or have any medical conditions, and they are of normal weight and are now active swimmers. They also take fruits on the other days when they don<APO>t take their yogurt, so I don<APO>t think they will develop a habit of eating packaged sweets as adults. For now they love sugar, but we limit their sugar intake by not purchasing sweets and having a huge stack of fruits at home. Thank you in advance"
173,58,"Are carbmaster yogurts okay to give to kids?","Chris Tiongson, MD ","2011-11-07 08:59:36"," meekschan","This not a lot of evidence one way or of the other about any of the artificial sweetners and kids. In situations like this, for me, it is more a prinicple of caution. What is the benefit of artificial sweetners to kids of healthy weight without any medical conditions? None, really. So, I prefer to avoid them."
174,58,"Are carbmaster yogurts okay to give to kids?","meekschan ","2011-11-07 13:52:35"," Chris Tiongson, MD","That makes sense, Thank you."
175,59,"Back to school! What do you pack for lunch?","Haylen_WebMD_Staff","2011-09-08 16:27:27","<INIT>","Sigh. My daughter brought home an almost full lunchbox yesterday. Didn<APO>t eat her strawberries or her cucumbers or almonds. Just ate crackers, sandwich and she had a wrapper from candy that another kid snuck over to her! How do you pack healthy lunches that your kids will eat? Let<APO>s help each other out with suggestions! Haylen"
176,59,"Back to school! What do you pack for lunch?","Chris Tiongson, MD","2011-09-12 09:54:59","<ORG>","My son<APO>s favorite bag lunch is a tube of yogurt and goldfish crackers. Like your daughter, he would bring pretty much bring everything else home untouched. Since he brings his lunch only twice a month, we don<APO>t make a big deal of it and just pack those two items now (with an ice pack for the yogurt.) Does your daughter eat the foods you<APO>ve packed other times? If so, one thing you could try is pack bag lunches for everyone on a Saturday and all sit together eat from your lunch boxes. Could be a fun thing to pretend to have school lunch together."
177,59,"Back to school! What do you pack for lunch?","Haylen_WebMD_Staff ","2011-09-12 11:50:10"," Chris Tiongson, MD","Dr. Tiongson, I thought I<APO>d heard every parent tip & trick regarding healthy eating - but not that one. So creative - thanks!!! Now I have one more reason to look forward to the weekend. Maybe I<APO>ll even get myself a lunchbox....hmmmm....Do you think there<APO>s one with a Brad Pitt or George Clooney photo on it? I don<APO>t think Sponge Bob or Elmo will do it for me Haylen"
178,59,"Back to school! What do you pack for lunch?","Chris Tiongson, MD ","2011-09-13 18:00:51"," Haylen_WebMD_Staff","A Harry Potter lunchbox for me, please."
183,61,"Talking to Your Kids About Their Weight","Haylen_WebMD_Staff","2011-09-14 16:18:38","<INIT>","According to a new survey from WebMD and Sanford Health, parents and kids have a hard time talking about the child<APO>s weight issues . In fact, the study indicated they would rather have the <APO>sex talk<APO> than bring up any topic that might refer to the child being overweight. But if your little one has unhealthy habits and needs to slim down, it<APO>s a conversation you need to have. Even if your child does not have a weight problem, you should be initiating conversations about healthy weight, nutrition and fitness. Kids need to be armed with the facts. Let<APO>s discuss great ways to talk about healthy weight -- not looks or dieting -- with your kids, whether they need to drop a few pounds or not. How do you think it<APO>s best to broach the topic with your own kids? Have you been avoiding this discussion in your family? Why? Check out this great information on how to talk to your children about healthy habits every day ! Haylen"
184,61,"Talking to Your Kids About Their Weight","Chris Tiongson, MD","2011-09-14 23:04:03","<ORG>","The findings surprised me, but I guess they shouldn<APO>t have. Parents have had way more practice having the birds and the bees talk. It is a rite of passage for both the parents and the kids. In the office, I will just break the ice by asking the 11 yr old if he or she has had the \"sex talk\" with mom and dad yet. I either get the knowing nod from kid and parent, or the nervous \"no\" and then mom says \"I guess we should, huh?\" Talking about sex should be inherently more anxiety provoking, but it isn<APO>t. Why is that? I think it stems from the fact that there is a cultural narrative, even a mythology, about the sex talk. Movies and TV have etched it into our culture. And we<APO>ve all been through it ourselves as kids. I<APO>m sure we all remember when our mom or dad sat us down. I do. Vividly. My dad is a physician and \"the talk\" came complete with medical school level anatomic sketches on a napkin. When my mom walked by the kitchen table, she glanced down at the sketches, said \"hmm\" knowingly and marched on. There is no such blueprint culturally or from personal experience for many parents to fall back on for the weight talk. Even though the sex talk will be clumsy, that<APO>s ok because both the kid and parent know it is coming (sometime) and they both expect it to be just a bit awkward. So what can parents do to start the conversation about weight? Have your pediatrician broach the subject during a well child visit. Just like how I bluntly ask about if you<APO>ve had the sex talk yet, your pediatrician can say \"have you talked with your mom or dad about healthy eating and staying active to improve your health?\" Or initiate the conversation in the doctor<APO>s office yourself. After looking at the growth chart with your doctor, ask \"Is there something we can do as a family to improve our nurtrition and physical activity?\" Try to keep the focus on preventing health complications, not on appearance. With the focus on the family as a whole this can help keep the child from feeling singled out under a spotlight of criticism. Start the conversation at home, similarly to above, keeping the focus on how the whole family can work to improve healthy eating and activity. Ask the child what he or she thinks might be a good first step. Bottom line: plan it out, keep the focus on the family and on health, and go for it. It doesn<APO>t have to be perfect, just a step in the right direction."
185,61,"Talking to Your Kids About Their Weight","MalibuSkipper","2011-09-15 00:35:38","<ORG>","I<APO>m terrified of using the word \"fat\" in our household as a constant worrier of pushing my child into an eating disorder or somehow having her judge others for their size, as name calling has already began in her kindergarten classroom. I am always very honest with her about what bad foods can do to your body without mentioning weight-gain. While she doesn<APO>t understand things like diabetes and heart disease fully, I explain how these diseases can lead to death, which definitely gets the eyebrows to go up! My favorite thing to do is to reveal the \"super powers\" that healthy foods give you! I tell her how carrots help your eyesight, milk gives you bone strength and beans give you protein to run fast. I am in need of more ideas for vegetables, since that is our biggest problem at the moment with my picky eater. Would love veggie ideas?? Mali"
